model,window,method,policy,residual_residency,nll,hbm_mib,dram_mib
mistral,26,paged_precision,recent,0.25,1.5459034306468702,175.25439453125,99.0
mistral,26,paged_precision,attention_ema,0.25,1.5207874693047767,175.25439453125,99.0
mistral,26,paged_precision,sink,0.5,1.7782098676175764,208.25439453125,66.0
mistral,26,paged_precision,recent,0.5,1.525721680773092,208.25439453125,66.0
mistral,26,paged_precision,attention_ema,0.5,1.5158013640695085,208.25439453125,66.0
mistral,26,tq3,,,1.5663255394996245,208.2509765625,0.0
mistral,26,tq4,,1.0,1.500781202647394,274.251953125,0.0
mistral,27,bf16,,,1.7974595979714074,1056.0,0.0
mistral,27,tq2,,,2.1111054606872415,142.25048828125,0.0
mistral,27,paged_precision,,0.0,2.10823129130884,142.25439453125,0.0
mistral,27,paged_precision,sink,0.1,2.037772472037574,155.75439453125,118.5
mistral,27,paged_precision,recent,0.1,1.8421042578967644,155.75439453125,118.5
mistral,27,paged_precision,attention_ema,0.1,1.8563815342871237,155.75439453125,118.5
mistral,27,paged_precision,sink,0.25,2.071216727207286,175.25439453125,99.0
mistral,27,paged_precision,recent,0.25,1.8390018182484553,175.25439453125,99.0
mistral,27,paged_precision,attention_ema,0.25,1.8375930269538685,175.25439453125,99.0
mistral,27,paged_precision,sink,0.5,1.9929530342763258,208.25439453125,66.0
mistral,27,paged_precision,recent,0.5,1.8302777252340299,208.25439453125,66.0
mistral,27,paged_precision,attention_ema,0.5,1.8213531522170925,208.25439453125,66.0
mistral,27,tq3,,,1.8410562501781058,208.2509765625,0.0
mistral,27,tq4,,1.0,1.8130688421951717,274.251953125,0.0
mistral,28,bf16,,,1.2809058891685012,1056.0,0.0
mistral,28,tq2,,,1.5439989362460835,142.25048828125,0.0
mistral,28,paged_precision,,0.0,1.4966671505677027,142.25439453125,0.0
mistral,28,paged_precision,sink,0.1,1.4635122365961735,155.75439453125,118.5
mistral,28,paged_precision,recent,0.1,1.3668374490990303,155.75439453125,118.5
mistral,28,paged_precision,attention_ema,0.1,1.340325316683769,155.75439453125,118.5
mistral,28,paged_precision,sink,0.25,1.439171270708627,175.25439453125,99.0
mistral,28,paged_precision,recent,0.25,1.3573863453334987,175.25439453125,99.0
mistral,28,paged_precision,attention_ema,0.25,1.3086895305097883,175.25439453125,99.0
mistral,28,paged_precision,sink,0.5,1.4106264936662427,208.25439453125,66.0
mistral,28,paged_precision,recent,0.5,1.3467657105417068,208.25439453125,66.0
mistral,28,paged_precision,attention_ema,0.5,1.3012812458441054,208.25439453125,66.0
mistral,28,tq3,,,1.3108511253712791,208.2509765625,0.0
mistral,28,tq4,,1.0,1.302837014597511,274.251953125,0.0
mistral,29,bf16,,,1.7587696848532204,1056.0,0.0
mistral,29,tq2,,,2.1334130806516924,142.25048828125,0.0
mistral,29,paged_precision,,0.0,2.139487708057345,142.25439453125,0.0
mistral,29,paged_precision,sink,0.1,2.1032229705550662,155.75439453125,118.5
mistral,29,paged_precision,recent,0.1,1.8843371829970792,155.75439453125,118.5
mistral,29,paged_precision,attention_ema,0.1,1.8365034582739277,155.75439453125,118.5
mistral,29,paged_precision,sink,0.25,2.082740094416792,175.25439453125,99.0
mistral,29,paged_precision,recent,0.25,1.857635506500614,175.25439453125,99.0
mistral,29,paged_precision,attention_ema,0.25,1.8224201753697216,175.25439453125,99.0
mistral,29,paged_precision,sink,0.5,2.0329616054532664,208.25439453125,66.0
mistral,29,paged_precision,recent,0.5,1.8649569564712607,208.25439453125,66.0
mistral,29,paged_precision,attention_ema,0.5,1.8034368713526021,208.25439453125,66.0
mistral,29,tq3,,,1.8652442258524502,208.2509765625,0.0
mistral,29,tq4,,1.0,1.7779482672098794,274.251953125,0.0
llama,0,bf16,,,1.0253891928716632,1056.0,0.0
llama,0,tq2,,,1.2417042293021723,142.25048828125,0.0
llama,0,paged_precision,,0.0,1.2734089690256383,142.25439453125,0.0
llama,0,paged_precision,sink,0.1,1.2367372367044567,155.75439453125,118.5
llama,0,paged_precision,recent,0.1,1.0534267629168355,155.75439453125,118.5
llama,0,paged_precision,attention_ema,0.1,1.0426279000409764,155.75439453125,118.5
llama,0,paged_precision,sink,0.25,1.2087855919070023,175.25439453125,99.0
llama,0,paged_precision,recent,0.25,1.0413457218478648,175.25439453125,99.0
llama,0,paged_precision,attention_ema,0.25,1.0382262069201502,175.25439453125,99.0
llama,0,paged_precision,sink,0.5,1.2122629643831004,208.25439453125,66.0
llama,0,paged_precision,recent,0.5,1.0380085766413298,208.25439453125,66.0
llama,0,paged_precision,attention_ema,0.5,1.0364071297525026,208.25439453125,66.0
llama,0,tq3,,,1.07044563638987,208.2509765625,0.0
llama,0,tq4,,1.0,1.0317004958703695,274.251953125,0.0
llama,1,bf16,,,1.851420698688088,1056.0,0.0
llama,1,tq2,,,2.3066195096391766,142.25048828125,0.0
llama,1,paged_precision,,0.0,2.258533756844372,142.25439453125,0.0
llama,1,paged_precision,sink,0.1,2.2171712373890387,155.75439453125,118.5
llama,1,paged_precision,recent,0.1,1.9058551304499929,155.75439453125,118.5
llama,1,paged_precision,attention_ema,0.1,1.8594567000700977,155.75439453125,118.5
llama,1,paged_precision,sink,0.25,2.184092180865491,175.25439453125,99.0
llama,1,paged_precision,recent,0.25,1.8753646578460348,175.25439453125,99.0
llama,1,paged_precision,attention_ema,0.25,1.8600785087817258,175.25439453125,99.0
llama,1,paged_precision,sink,0.5,2.175126693924085,208.25439453125,66.0
llama,1,paged_precision,recent,0.5,1.8578782617819911,208.25439453125,66.0
llama,1,paged_precision,attention_ema,0.5,1.845658781934219,208.25439453125,66.0
llama,1,tq3,,,1.9052303789717087,208.2509765625,0.0
llama,1,tq4,,1.0,1.854758694999319,274.251953125,0.0
llama,2,bf16,,,1.901987885841808,1056.0,0.0
llama,2,tq2,,,2.258617265898465,142.25048828125,0.0
llama,2,paged_precision,,0.0,2.2610116841860872,142.25439453125,0.0
llama,2,paged_precision,sink,0.1,2.200164154979916,155.75439453125,118.5
llama,2,paged_precision,recent,0.1,1.9333939525123078,155.75439453125,118.5
llama,2,paged_precision,attention_ema,0.1,1.9243409431827843,155.75439453125,118.5
llama,2,paged_precision,sink,0.25,2.163505425748667,175.25439453125,99.0
llama,2,paged_precision,recent,0.25,1.9582223264220815,175.25439453125,99.0
llama,2,paged_precision,attention_ema,0.25,1.9177967359402075,175.25439453125,99.0
llama,2,paged_precision,sink,0.5,2.136362376556008,208.25439453125,66.0
llama,2,paged_precision,recent,0.5,1.9364224186074832,208.25439453125,66.0
llama,2,paged_precision,attention_ema,0.5,1.9066883813855424,208.25439453125,66.0
llama,2,tq3,,,1.9306341105856024,208.2509765625,0.0
llama,2,tq4,,1.0,1.91052124350121,274.251953125,0.0
llama,3,bf16,,,1.706919097301876,1056.0,0.0
llama,3,tq2,,,1.9775264490904192,142.25048828125,0.0
llama,3,paged_precision,,0.0,1.9961141699445761,142.25439453125,0.0
llama,3,paged_precision,sink,0.1,1.9141815482944367,155.75439453125,118.5
llama,3,paged_precision,recent,0.1,1.7506123408416485,155.75439453125,118.5
llama,3,paged_precision,attention_ema,0.1,1.7068031166085476,155.75439453125,118.5
llama,3,paged_precision,sink,0.25,1.8831718721673951,175.25439453125,99.0
llama,3,paged_precision,recent,0.25,1.7491226340983843,175.25439453125,99.0
llama,3,paged_precision,attention_ema,0.25,1.699824214917106,175.25439453125,99.0
llama,3,paged_precision,sink,0.5,1.8680173123527766,208.25439453125,66.0
llama,3,paged_precision,recent,0.5,1.7298793375846344,208.25439453125,66.0
llama,3,paged_precision,attention_ema,0.5,1.7186681544294231,208.25439453125,66.0
llama,3,tq3,,,1.7416317263019039,208.2509765625,0.0
llama,3,tq4,,1.0,1.7203012842772196,274.251953125,0.0
llama,4,bf16,,,1.9578052653189388,1056.0,0.0
llama,4,tq2,,,2.5323126483826854,142.25048828125,0.0
llama,4,paged_precision,,0.0,2.5788942925510128,142.25439453125,0.0
llama,4,paged_precision,sink,0.1,2.4914625850997254,155.75439453125,118.5
llama,4,paged_precision,recent,0.1,2.0490265748657492,155.75439453125,118.5
llama,4,paged_precision,attention_ema,0.1,1.9941497756544493,155.75439453125,118.5
llama,4,paged_precision,sink,0.25,2.412989388850292,175.25439453125,99.0
llama,4,paged_precision,recent,0.25,2.0426878388147998,175.25439453125,99.0
llama,4,paged_precision,attention_ema,0.25,1.9807044924969333,175.25439453125,99.0
llama,4,paged_precision,sink,0.5,2.4022547750710146,208.25439453125,66.0
llama,4,paged_precision,recent,0.5,2.0375895860334765,208.25439453125,66.0
llama,4,paged_precision,attention_ema,0.5,1.9956110167124947,208.25439453125,66.0
llama,4,tq3,,,2.0438329570750113,208.2509765625,0.0
llama,4,tq4,,1.0,1.9834369675249093,274.251953125,0.0
llama,5,bf16,,,1.9358412762747825,1056.0,0.0
llama,5,tq2,,,2.139298191727619,142.25048828125,0.0
llama,5,paged_precision,,0.0,2.1265395780672804,142.25439453125,0.0
llama,5,paged_precision,sink,0.1,2.15113172778905,155.75439453125,118.5
llama,5,paged_precision,recent,0.1,1.9752916084271632,155.75439453125,118.5
llama,5,paged_precision,attention_ema,0.1,1.95208373304256,155.75439453125,118.5
llama,5,paged_precision,sink,0.25,2.115363840840473,175.25439453125,99.0
llama,5,paged_precision,recent,0.25,1.9589194106197176,175.25439453125,99.0
llama,5,paged_precision,attention_ema,0.25,1.939973381615797,175.25439453125,99.0
llama,5,paged_precision,sink,0.5,2.1059632746074612,208.25439453125,66.0
llama,5,paged_precision,recent,0.5,1.9453182317808597,208.25439453125,66.0
llama,5,paged_precision,attention_ema,0.5,1.9395224986124902,208.25439453125,66.0
llama,5,tq3,,,1.9611046898079394,208.2509765625,0.0
llama,5,tq4,,1.0,1.9272544832391887,274.251953125,0.0
llama,6,bf16,,,1.5666191590663434,1056.0,0.0
llama,6,tq2,,,1.910473043152507,142.25048828125,0.0
llama,6,paged_precision,,0.0,1.9217996290287829,142.25439453125,0.0
llama,6,paged_precision,sink,0.1,1.8797835456300689,155.75439453125,118.5
llama,6,paged_precision,recent,0.1,1.6094967622977236,155.75439453125,118.5
llama,6,paged_precision,attention_ema,0.1,1.625001276184122,155.75439453125,118.5
llama,6,paged_precision,sink,0.25,1.8898893552087301,175.25439453125,99.0
llama,6,paged_precision,recent,0.25,1.6011253620166235,175.25439453125,99.0
llama,6,paged_precision,attention_ema,0.25,1.5899982423456613,175.25439453125,99.0
llama,6,paged_precision,sink,0.5,1.8906201477612257,208.25439453125,66.0
llama,6,paged_precision,recent,0.5,1.6007845757285057,208.25439453125,66.0
llama,6,paged_precision,attention_ema,0.5,1.5772799799336603,208.25439453125,66.0
llama,6,tq3,,,1.6126439967004274,208.2509765625,0.0
llama,6,tq4,,1.0,1.5793349996771262,274.251953125,0.0
llama,7,bf16,,,2.0832764542724007,1056.0,0.0
llama,7,tq2,,,2.443125160181367,142.25048828125,0.0
llama,7,paged_precision,,0.0,2.4868198078310115,142.25439453125,0.0
llama,7,paged_precision,sink,0.1,2.3782560797868797,155.75439453125,118.5
llama,7,paged_precision,recent,0.1,2.126275397595286,155.75439453125,118.5
llama,7,paged_precision,attention_ema,0.1,2.1030867866493708,155.75439453125,118.5
llama,7,paged_precision,sink,0.25,2.371238325705235,175.25439453125,99.0
llama,7,paged_precision,recent,0.25,2.124777820479295,175.25439453125,99.0
llama,7,paged_precision,attention_ema,0.25,2.1075806403483384,175.25439453125,99.0
llama,7,paged_precision,sink,0.5,2.371932804273257,208.25439453125,66.0
llama,7,paged_precision,recent,0.5,2.1178820909717544,208.25439453125,66.0
llama,7,paged_precision,attention_ema,0.5,2.115401023672556,208.25439453125,66.0
llama,7,tq3,,,2.1484736597167284,208.2509765625,0.0
llama,7,tq4,,1.0,2.108036282759029,274.251953125,0.0
llama,8,bf16,,,1.2336477768522816,1056.0,0.0
llama,8,tq2,,,1.6208979241912083,142.25048828125,0.0
llama,8,paged_precision,,0.0,1.610572095182249,142.25439453125,0.0
llama,8,paged_precision,sink,0.1,1.4899993901693112,155.75439453125,118.5
llama,8,paged_precision,recent,0.1,1.300814274208971,155.75439453125,118.5
llama,8,paged_precision,attention_ema,0.1,1.2404721832766032,155.75439453125,118.5
llama,8,paged_precision,sink,0.25,1.555680696002966,175.25439453125,99.0
llama,8,paged_precision,recent,0.25,1.288773844014841,175.25439453125,99.0
llama,8,paged_precision,attention_ema,0.25,1.2374203356399294,175.25439453125,99.0
llama,8,paged_precision,sink,0.5,1.4915076649531827,208.25439453125,66.0
llama,8,paged_precision,recent,0.5,1.2832860116951936,208.25439453125,66.0
llama,8,paged_precision,attention_ema,0.5,1.236449898831446,208.25439453125,66.0
llama,8,tq3,,,1.3029244395722515,208.2509765625,0.0
llama,8,tq4,,1.0,1.2397220306439913,274.251953125,0.0
llama,9,bf16,,,2.234329960820048,1056.0,0.0
llama,9,tq2,,,2.5283169892809383,142.25048828125,0.0
llama,9,paged_precision,,0.0,2.551568923947343,142.25439453125,0.0
llama,9,paged_precision,sink,0.1,2.4884977504057133,155.75439453125,118.5
llama,9,paged_precision,recent,0.1,2.329062839694984,155.75439453125,118.5
llama,9,paged_precision,attention_ema,0.1,2.292703950652367,155.75439453125,118.5
llama,9,paged_precision,sink,0.25,2.494255777980925,175.25439453125,99.0
llama,9,paged_precision,recent,0.25,2.3086316011838335,175.25439453125,99.0
llama,9,paged_precision,attention_ema,0.25,2.2828877158469822,175.25439453125,99.0
llama,9,paged_precision,sink,0.5,2.4934673391867364,208.25439453125,66.0
llama,9,paged_precision,recent,0.5,2.3154918444416808,208.25439453125,66.0
llama,9,paged_precision,attention_ema,0.5,2.2733572964277187,208.25439453125,66.0
llama,9,tq3,,,2.28406385842311,208.2509765625,0.0
llama,9,tq4,,1.0,2.2506701487772602,274.251953125,0.0
llama,10,bf16,,,2.4086105871948575,1056.0,0.0
llama,10,tq2,,,2.7176240845715256,142.25048828125,0.0
llama,10,paged_precision,,0.0,2.7341000825350648,142.25439453125,0.0
llama,10,paged_precision,sink,0.1,2.6968073426270394,155.75439453125,118.5
llama,10,paged_precision,recent,0.1,2.4881068829230344,155.75439453125,118.5
llama,10,paged_precision,attention_ema,0.1,2.46331600211613,155.75439453125,118.5
llama,10,paged_precision,sink,0.25,2.6990487459873975,175.25439453125,99.0
llama,10,paged_precision,recent,0.25,2.4682625234885336,175.25439453125,99.0
llama,10,paged_precision,attention_ema,0.25,2.447428452179679,175.25439453125,99.0
llama,10,paged_precision,sink,0.5,2.691149293376384,208.25439453125,66.0
llama,10,paged_precision,recent,0.5,2.4453125037759946,208.25439453125,66.0
llama,10,paged_precision,attention_ema,0.5,2.433044945718848,208.25439453125,66.0
llama,10,tq3,,,2.4663153223407335,208.2509765625,0.0
llama,10,tq4,,1.0,2.420212494271823,274.251953125,0.0
llama,11,bf16,,,1.8328573943534643,1056.0,0.0
llama,11,tq2,,,2.077517091888467,142.25048828125,0.0
llama,11,paged_precision,,0.0,2.0573481431475216,142.25439453125,0.0
llama,11,paged_precision,sink,0.1,2.092864338360755,155.75439453125,118.5
llama,11,paged_precision,recent,0.1,1.87383928224315,155.75439453125,118.5
llama,11,paged_precision,attention_ema,0.1,1.8492996656144385,155.75439453125,118.5
llama,11,paged_precision,sink,0.25,2.0606177693121026,175.25439453125,99.0
llama,11,paged_precision,recent,0.25,1.849112137102047,175.25439453125,99.0
llama,11,paged_precision,attention_ema,0.25,1.8450516023428563,175.25439453125,99.0
llama,11,paged_precision,sink,0.5,2.073693067844829,208.25439453125,66.0
llama,11,paged_precision,recent,0.5,1.857785796895275,208.25439453125,66.0
llama,11,paged_precision,attention_ema,0.5,1.8404420279634373,208.25439453125,66.0
llama,11,tq3,,,1.8930160243821348,208.2509765625,0.0
llama,11,tq4,,1.0,1.8417813594880172,274.251953125,0.0
llama,12,bf16,,,1.6668483528258662,1056.0,0.0
llama,12,tq2,,,1.9547220563508176,142.25048828125,0.0
llama,12,paged_precision,,0.0,1.903969250496658,142.25439453125,0.0
llama,12,paged_precision,sink,0.1,1.904463047517197,155.75439453125,118.5
llama,12,paged_precision,recent,0.1,1.7025401369913453,155.75439453125,118.5
llama,12,paged_precision,attention_ema,0.1,1.6786991080781135,155.75439453125,118.5
llama,12,paged_precision,sink,0.25,1.9166239732530954,175.25439453125,99.0
llama,12,paged_precision,recent,0.25,1.6895763836089799,175.25439453125,99.0
llama,12,paged_precision,attention_ema,0.25,1.6743388269717343,175.25439453125,99.0
llama,12,paged_precision,sink,0.5,1.8905832699230416,208.25439453125,66.0
llama,12,paged_precision,recent,0.5,1.6715908625859868,208.25439453125,66.0
llama,12,paged_precision,attention_ema,0.5,1.6577512216368717,208.25439453125,66.0
llama,12,tq3,,,1.719632461209926,208.2509765625,0.0
llama,12,tq4,,1.0,1.6728976862902556,274.251953125,0.0
llama,13,bf16,,,1.3368285819152277,1056.0,0.0
llama,13,tq2,,,1.5895862047250375,142.25048828125,0.0
llama,13,paged_precision,,0.0,1.6269240061897108,142.25439453125,0.0
llama,13,paged_precision,sink,0.1,1.5464810533085256,155.75439453125,118.5
llama,13,paged_precision,recent,0.1,1.330385643033253,155.75439453125,118.5
llama,13,paged_precision,attention_ema,0.1,1.351484043451805,155.75439453125,118.5
llama,13,paged_precision,sink,0.25,1.595626888423567,175.25439453125,99.0
llama,13,paged_precision,recent,0.25,1.3328487279754668,175.25439453125,99.0
llama,13,paged_precision,attention_ema,0.25,1.3598456696309569,175.25439453125,99.0
llama,13,paged_precision,sink,0.5,1.6188988878911914,208.25439453125,66.0
llama,13,paged_precision,recent,0.5,1.3419959412632778,208.25439453125,66.0
llama,13,paged_precision,attention_ema,0.5,1.3558347151156198,208.25439453125,66.0
llama,13,tq3,,,1.3761056338536264,208.2509765625,0.0
llama,13,tq4,,1.0,1.358851318396404,274.251953125,0.0
llama,14,bf16,,,2.239011017522431,1056.0,0.0
llama,14,tq2,,,2.604311728702214,142.25048828125,0.0
llama,14,paged_precision,,0.0,2.639705699015394,142.25439453125,0.0
llama,14,paged_precision,sink,0.1,2.5098539394330146,155.75439453125,118.5
llama,14,paged_precision,recent,0.1,2.2813558906840914,155.75439453125,118.5
llama,14,paged_precision,attention_ema,0.1,2.263134266331006,155.75439453125,118.5
llama,14,paged_precision,sink,0.25,2.56325724711769,175.25439453125,99.0
llama,14,paged_precision,recent,0.25,2.2941957677037452,175.25439453125,99.0
llama,14,paged_precision,attention_ema,0.25,2.2548507931134685,175.25439453125,99.0
llama,14,paged_precision,sink,0.5,2.5247850273835866,208.25439453125,66.0
llama,14,paged_precision,recent,0.5,2.266021807769464,208.25439453125,66.0
llama,14,paged_precision,attention_ema,0.5,2.2506096373151756,208.25439453125,66.0
llama,14,tq3,,,2.309092965023922,208.2509765625,0.0
llama,14,tq4,,1.0,2.252993945428548,274.251953125,0.0
llama,15,bf16,,,1.2357421047731822,1056.0,0.0
llama,15,tq2,,,1.6039242362979422,142.25048828125,0.0
llama,15,paged_precision,,0.0,1.5426742014350623,142.25439453125,0.0
llama,15,paged_precision,sink,0.1,1.4916095707085617,155.75439453125,118.5
llama,15,paged_precision,recent,0.1,1.2749555770724337,155.75439453125,118.5
llama,15,paged_precision,attention_ema,0.1,1.2540751178178546,155.75439453125,118.5
llama,15,paged_precision,sink,0.25,1.4845339095594028,175.25439453125,99.0
llama,15,paged_precision,recent,0.25,1.279621627742729,175.25439453125,99.0
llama,15,paged_precision,attention_ema,0.25,1.2414096573091271,175.25439453125,99.0
llama,15,paged_precision,sink,0.5,1.4579483712650187,208.25439453125,66.0
llama,15,paged_precision,recent,0.5,1.2712640343761685,208.25439453125,66.0
llama,15,paged_precision,attention_ema,0.5,1.2423307659481786,208.25439453125,66.0
llama,15,tq3,,,1.283835641967172,208.2509765625,0.0
llama,15,tq4,,1.0,1.2406519173378001,274.251953125,0.0
llama,16,bf16,,,1.4460808774704645,1056.0,0.0
llama,16,tq2,,,1.8822180469063596,142.25048828125,0.0
llama,16,paged_precision,,0.0,1.8172451191810524,142.25439453125,0.0
llama,16,paged_precision,sink,0.1,1.7227610687015158,155.75439453125,118.5
llama,16,paged_precision,recent,0.1,1.4798153105954555,155.75439453125,118.5
llama,16,paged_precision,attention_ema,0.1,1.4736329959721104,155.75439453125,118.5
llama,16,paged_precision,sink,0.25,1.7283530622844978,175.25439453125,99.0
llama,16,paged_precision,recent,0.25,1.4724501517822048,175.25439453125,99.0
llama,16,paged_precision,attention_ema,0.25,1.4813628821595586,175.25439453125,99.0
llama,16,paged_precision,sink,0.5,1.6690049367297206,208.25439453125,66.0
llama,16,paged_precision,recent,0.5,1.4535324895835586,208.25439453125,66.0
llama,16,paged_precision,attention_ema,0.5,1.4617632395013374,208.25439453125,66.0
llama,16,tq3,,,1.4637919215010697,208.2509765625,0.0
llama,16,tq4,,1.0,1.4508068237118579,274.251953125,0.0
llama,17,bf16,,,1.8640623567930135,1056.0,0.0
llama,17,tq2,,,2.103858056327681,142.25048828125,0.0
llama,17,paged_precision,,0.0,2.1025940149959297,142.25439453125,0.0
llama,17,paged_precision,sink,0.1,2.0166797846734426,155.75439453125,118.5
llama,17,paged_precision,recent,0.1,1.9069974395280838,155.75439453125,118.5
llama,17,paged_precision,attention_ema,0.1,1.8799374171387626,155.75439453125,118.5
llama,17,paged_precision,sink,0.25,2.0045273554526375,175.25439453125,99.0
llama,17,paged_precision,recent,0.25,1.8961330968167829,175.25439453125,99.0
llama,17,paged_precision,attention_ema,0.25,1.8764318033107799,175.25439453125,99.0
llama,17,paged_precision,sink,0.5,2.037870952840194,208.25439453125,66.0
llama,17,paged_precision,recent,0.5,1.88488558921199,208.25439453125,66.0
llama,17,paged_precision,attention_ema,0.5,1.8749364100202115,208.25439453125,66.0
llama,17,tq3,,,1.9033628655704717,208.2509765625,0.0
llama,17,tq4,,1.0,1.8724791931530547,274.251953125,0.0
llama,18,bf16,,,2.3742543170291412,1056.0,0.0
llama,18,tq2,,,2.804465362561473,142.25048828125,0.0
llama,18,paged_precision,,0.0,2.755426816884892,142.25439453125,0.0
llama,18,paged_precision,sink,0.1,2.6658340569159122,155.75439453125,118.5
llama,18,paged_precision,recent,0.1,2.386783594755542,155.75439453125,118.5
llama,18,paged_precision,attention_ema,0.1,2.373244526676352,155.75439453125,118.5
llama,18,paged_precision,sink,0.25,2.6566503781346,175.25439453125,99.0
llama,18,paged_precision,recent,0.25,2.371335689249854,175.25439453125,99.0
llama,18,paged_precision,attention_ema,0.25,2.37485427023649,175.25439453125,99.0
llama,18,paged_precision,sink,0.5,2.663258147050101,208.25439453125,66.0
llama,18,paged_precision,recent,0.5,2.3837220423170464,208.25439453125,66.0
llama,18,paged_precision,attention_ema,0.5,2.372869186263621,208.25439453125,66.0
llama,18,tq3,,,2.425998847172778,208.2509765625,0.0
llama,18,tq4,,1.0,2.3797388814220355,274.251953125,0.0
llama,19,bf16,,,1.6942478176197113,1056.0,0.0
llama,19,tq2,,,1.9835232333700787,142.25048828125,0.0
llama,19,paged_precision,,0.0,1.9779064041779293,142.25439453125,0.0
llama,19,paged_precision,sink,0.1,1.9113581290574757,155.75439453125,118.5
llama,19,paged_precision,recent,0.1,1.7329972982537925,155.75439453125,118.5
llama,19,paged_precision,attention_ema,0.1,1.7398475166834544,155.75439453125,118.5
llama,19,paged_precision,sink,0.25,1.9175708806133684,175.25439453125,99.0
llama,19,paged_precision,recent,0.25,1.7300002005345476,175.25439453125,99.0
llama,19,paged_precision,attention_ema,0.25,1.72249434613623,175.25439453125,99.0
llama,19,paged_precision,sink,0.5,1.876733503478988,208.25439453125,66.0
llama,19,paged_precision,recent,0.5,1.720587285872611,208.25439453125,66.0
llama,19,paged_precision,attention_ema,0.5,1.7161519812085118,208.25439453125,66.0
llama,19,tq3,,,1.7349653416955277,208.2509765625,0.0
llama,19,tq4,,1.0,1.7013286093678772,274.251953125,0.0
llama,20,bf16,,,2.0667343945678454,1056.0,0.0
llama,20,tq2,,,2.3708111043201825,142.25048828125,0.0
llama,20,paged_precision,,0.0,2.3164376485387947,142.25439453125,0.0
llama,20,paged_precision,sink,0.1,2.2771120601532857,155.75439453125,118.5
llama,20,paged_precision,recent,0.1,2.102895517965351,155.75439453125,118.5
llama,20,paged_precision,attention_ema,0.1,2.085961383310064,155.75439453125,118.5
llama,20,paged_precision,sink,0.25,2.2634992716284614,175.25439453125,99.0
llama,20,paged_precision,recent,0.25,2.0882263008826385,175.25439453125,99.0
llama,20,paged_precision,attention_ema,0.25,2.0730111581393658,175.25439453125,99.0
llama,20,paged_precision,sink,0.5,2.2762071783645297,208.25439453125,66.0
llama,20,paged_precision,recent,0.5,2.094327744999873,208.25439453125,66.0
llama,20,paged_precision,attention_ema,0.5,2.0788623474595056,208.25439453125,66.0
llama,20,tq3,,,2.106677988458955,208.2509765625,0.0
llama,20,tq4,,1.0,2.0831245372903595,274.251953125,0.0
llama,21,bf16,,,2.395785764817944,1056.0,0.0
llama,21,tq2,,,2.76824999155815,142.25048828125,0.0
llama,21,paged_precision,,0.0,2.7729291130277716,142.25439453125,0.0
llama,21,paged_precision,sink,0.1,2.697561035404192,155.75439453125,118.5
llama,21,paged_precision,recent,0.1,2.445194137407725,155.75439453125,118.5
llama,21,paged_precision,attention_ema,0.1,2.4265285745233314,155.75439453125,118.5
llama,21,paged_precision,sink,0.25,2.6283292372516485,175.25439453125,99.0
llama,21,paged_precision,recent,0.25,2.4358111209013487,175.25439453125,99.0
llama,21,paged_precision,attention_ema,0.25,2.411191863218903,175.25439453125,99.0
llama,21,paged_precision,sink,0.5,2.6251329686826352,208.25439453125,66.0
llama,21,paged_precision,recent,0.5,2.438202753655446,208.25439453125,66.0
llama,21,paged_precision,attention_ema,0.5,2.400683535870513,208.25439453125,66.0
llama,21,tq3,,,2.4657846193663033,208.2509765625,0.0
llama,21,tq4,,1.0,2.4091740118928726,274.251953125,0.0
llama,22,bf16,,,1.8498310609280395,1056.0,0.0
llama,22,tq2,,,2.0985235983960138,142.25048828125,0.0
llama,22,paged_precision,,0.0,2.0429318166858366,142.25439453125,0.0
llama,22,paged_precision,sink,0.1,2.025197142190926,155.75439453125,118.5
llama,22,paged_precision,recent,0.1,1.8836487089678329,155.75439453125,118.5
llama,22,paged_precision,attention_ema,0.1,1.8651370112955803,155.75439453125,118.5
llama,22,paged_precision,sink,0.25,2.0078613547541977,175.25439453125,99.0
llama,22,paged_precision,recent,0.25,1.8667430464265031,175.25439453125,99.0
llama,22,paged_precision,attention_ema,0.25,1.867568537192457,175.25439453125,99.0
llama,22,paged_precision,sink,0.5,2.028974535159705,208.25439453125,66.0
llama,22,paged_precision,recent,0.5,1.850621814985871,208.25439453125,66.0
llama,22,paged_precision,attention_ema,0.5,1.856632901569327,208.25439453125,66.0
llama,22,tq3,,,1.9045767359873818,208.2509765625,0.0
llama,22,tq4,,1.0,1.8541549703300007,274.251953125,0.0
llama,23,bf16,,,1.6241775637116493,1056.0,0.0
llama,23,tq2,,,1.9486144911275005,142.25048828125,0.0
llama,23,paged_precision,,0.0,1.956727921855645,142.25439453125,0.0
llama,23,paged_precision,sink,0.1,1.8784789767384495,155.75439453125,118.5
llama,23,paged_precision,recent,0.1,1.7454222020828993,155.75439453125,118.5
llama,23,paged_precision,attention_ema,0.1,1.672100032102322,155.75439453125,118.5
llama,23,paged_precision,sink,0.25,1.8053099312608367,175.25439453125,99.0
llama,23,paged_precision,recent,0.25,1.7256022309337276,175.25439453125,99.0
llama,23,paged_precision,attention_ema,0.25,1.6559058845988126,175.25439453125,99.0
llama,23,paged_precision,sink,0.5,1.8671367883214884,208.25439453125,66.0
llama,23,paged_precision,recent,0.5,1.7119935425615633,208.25439453125,66.0
llama,23,paged_precision,attention_ema,0.5,1.6648537884900119,208.25439453125,66.0
llama,23,tq3,,,1.7059310868255366,208.2509765625,0.0
